Metal Scale From 3" to 9":

x-range: 0.00E0; 3.26E3
1.96E3	8.02E2
1.98E3	7.90E2
2.01E3	7.86E2
2.02E3	7.94E2
2.04E3	8.06E2
2.06E3	8.23E2
2.07E3	8.43E2
2.07E3	8.61E2
2.07E3	8.76E2
2.06E3	8.89E2
2.05E3	8.95E2
2.04E3	9.03E2
2.02E3	9.12E2
2.01E3	9.23E2
2.00E3	9.34E2
1.99E3	9.44E2
1.98E3	9.50E2
1.97E3	9.54E2

Port 3a Outline (one of two identical):

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 25
no sorting
1.81E3	8.80E2
1.79E3	8.71E2
1.78E3	8.67E2
1.76E3	8.66E2
1.75E3	8.63E2
1.74E3	8.57E2
1.73E3	8.44E2
1.74E3	8.33E2
1.74E3	8.18E2
1.74E3	8.05E2
1.75E3	7.85E2
1.76E3	7.71E2
1.77E3	7.60E2
1.79E3	7.59E2
1.81E3	7.64E2
1.83E3	7.72E2
1.84E3	7.83E2
1.85E3	7.93E2
1.85E3	8.06E2
1.85E3	8.25E2
1.84E3	8.34E2
1.84E3	8.45E2
1.83E3	8.60E2
1.83E3	8.73E2
1.82E3	8.79E2
